Incident_Type,Statute_Type,Block_Address,Occurred_Datetime,Statute_Description
Burglary Commercial,Penal Code,2100 DWIGHT WAY,2024-01-05 13:56:00,VANDALISM:DAMAGE PROPERTY
Vehicle Stolen,Vehicle Code,1200 BERKELEY WAY,2023-01-11 01:30:00,Take vehicle without owner's consent
Burglary Commercial,Penal Code,2100 DWIGHT WAY,2024-01-05 13:56:00,BURGLARY - BREAKING AND ENTERING
Theft Misdemeanor (Under $950),Penal Code,2100 DWIGHT WAY,2023-12-17 21:25:00,Petty Theft
Assault/Battery Felony,Penal Code,2100 DWIGHT WAY,2023-09-03 09:27:00,Assault on a person with a firearm
Burglary Residential,Penal Code,2100 DWIGHT WAY,2023-08-22 03:00:00,Burglary
Burglary Auto,Penal Code,2100 DWIGHT WAY,2023-07-19 03:20:00,Burglary of a locked automobile
Disturbance,Penal Code,2100 DWIGHT WAY,2023-06-19 16:00:00,ASSAULT
Disturbance,Penal Code,2100 DWIGHT WAY,2023-06-19 16:00:00,Vandalism:  Deface property
Theft Misdemeanor (Under $950),Penal Code,2100 DWIGHT WAY,2023-06-11 00:35:00,Petty Theft
Burglary Residential,Penal Code,2100 DWIGHT WAY,2023-06-05 05:05:00,Burglary
Burglary Residential,Penal Code,2100 DWIGHT WAY,2023-04-09 13:17:00,Burglary
Vandalism,Vehicle Code,2100 DWIGHT WAY,2023-03-17 16:00:00,Tamper with vehicle
Burglary Residential,Penal Code,2100 DWIGHT WAY,2023-03-12 10:01:00,Burglary
Burglary Residential,Penal Code,2100 DWIGHT WAY,2023-02-16 11:00:00,Burglary
Fraud/Forgery,Penal Code,2100 DWIGHT WAY,2023-02-02 14:00:00,Theft by use of access card information
Burglary Residential,Penal Code,2100 DWIGHT WAY,2023-01-13 10:35:00,Burglary
Theft from Auto,Penal Code,CORNELL AVE  &  HOPKINS ST,2023-01-09 06:42:00,Grand theft: money; labor; or property over $950
Assault/Battery Misdemeanor,Penal Code,MARTIN LUTHER KING JR WAY  &  HEARST AVE,2025-04-07 22:59:00,BATTERY ON PERSON
Narcotics Violation,Penal Code,HEARST AVE  &  MARTIN LUTHER KING JR WAY,2025-04-02 22:19:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Narcotics Violation,Health and Safety,HEARST AVE  &  MARTIN LUTHER KING JR WAY,2025-04-02 22:19:00,POSSESS CONTROLLED SUBSTANCE
Narcotics Violation,Health and Safety,HEARST AVE  &  MARTIN LUTHER KING JR WAY,2025-04-02 22:19:00,POSSESS UNLAWFUL PARAPHERNALIA
Narcotics Violation,Health and Safety,MARTIN LUTHER KING JR WAY  &  HEARST AVE,2025-02-03 23:31:00,POSSESS UNLAWFUL PARAPHERNALIA
Narcotics Violation,Health and Safety,MARTIN LUTHER KING JR WAY  &  HEARST AVE,2025-02-03 23:31:00,POSSESS CONTROLLED SUBSTANCE
Assault/Battery Misdemeanor,Penal Code,1900 HEARST AVE,2025-01-21 16:49:00,BATTERY ON PERSON
Assault/Battery Misdemeanor,Penal Code,1900 HEARST AVE,2025-01-08 02:00:00,BATTERY ON PERSON
Assault/Battery Felony,Penal Code,1900 HEARST AVE,2024-12-12 21:27:00,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC
Assault/Battery Felony,Penal Code,1900 HEARST AVE,2024-12-12 21:27:00,TRESPASS:REFUSE TO LEAVE PROPERTY
Assault/Battery Felony,Penal Code,1900 HEARST AVE,2024-12-12 21:27:00,CONTEMPT OF COURT: DISORDERLY/ETC BEHAVIOR
Vehicle Stolen,Penal Code,2500 REGENT ST,2023-10-29 03:00:00,PROBATION VIOLATION: REARREST/REVOKE
Vehicle Stolen,Penal Code,2500 REGENT ST,2023-10-29 03:00:00,BURGLARY - BREAKING AND ENTERING
Burglary Commercial,Penal Code,2500 TELEGRAPH AVE,2023-10-24 02:15:00,Burglary
Burglary Commercial,Penal Code,2500 TELEGRAPH AVE,2023-10-24 02:15:00,Grand theft: money; labor; or property over $950
Disturbance,Penal Code,2500 REGENT ST,2023-10-24 00:00:00,Vandalism:  Deface property
Disturbance,Penal Code,2500 REGENT ST,2023-10-22 10:25:00,Disorderly conduct: loiter/etc private property
Disturbance,Penal Code,2500 REGENT ST,2023-10-22 10:25:00,USE ACCESS CARD ACCOUNT W/O CONSENT
Disturbance,Penal Code,2500 REGENT ST,2023-10-22 10:25:00,Possess burglary tools
Assault/Battery Misdemeanor,Penal Code,2500 TELEGRAPH AVE,2023-09-16 01:30:00,Battery with bodily injury
Robbery,Penal Code,2500 TELEGRAPH AVE,2023-09-08 07:20:00,Robbery
Burglary Residential,Penal Code,2500 REGENT ST,2025-02-06 20:15:00,BURGLARY - BREAKING AND ENTERING
Robbery,Business and Professional,2500 TELEGRAPH AVE,2023-09-08 07:20:00,POSSESS/USE FALSE EVIDENCE OF AGE
Vehicle Stolen,Vehicle Code,2500 REGENT ST,2025-02-06 12:30:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Robbery,Penal Code,2500 REGENT ST,2023-09-04 23:45:00,Carjacking
Assault/Battery Misdemeanor,Penal Code,DWIGHT WAY  &  REGENT ST,2025-01-21 17:54:00,BATTERY ON PERSON
Robbery,Penal Code,2500 REGENT ST,2023-09-04 23:45:00,Robbery
Burglary Auto,Penal Code,2500 REGENT ST,2025-01-17 04:30:00,BURGLARY OF AUTO
Assault/Battery Misdemeanor,Penal Code,2500 TELEGRAPH AVE,2023-08-06 04:51:00,Petty Theft
Assault/Battery Misdemeanor,Penal Code,2500 REGENT ST,2024-12-24 04:18:00,BATTERY ON PERSON
Assault/Battery Misdemeanor,Penal Code,2500 TELEGRAPH AVE,2023-08-06 04:51:00,ASSAULT
Disturbance,Penal Code,2500 REGENT ST,2024-12-16 22:36:00,TRESPASS:REFUSE TO LEAVE PROPERTY
Burglary Residential,Penal Code,2500 REGENT ST,2023-08-04 00:19:00,Burglary
Vehicle Stolen,Vehicle Code,2500 REGENT ST,2024-12-04 08:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Theft Misdemeanor (Under $950),Penal Code,2500 REGENT ST,2024-12-02 03:00:00,OBTAIN MONEY/ETC BY FALSE PRETENSES (UNDER $400)
Burglary Auto,Penal Code,2500 TELEGRAPH AVE,2023-07-19 23:10:00,Burglary of a locked automobile
Theft Misdemeanor (Under $950),Penal Code,2500   REGENT ST,2024-11-30 05:30:00,PETTY THEFT (ALL OTHER)
Narcotics Violation,Health and Safety,DWIGHT WAY  &  REGENT ST,2023-07-11 22:31:00,Possess narcotics paraphernalia
Disturbance,Penal Code,2500 TELEGRAPH AVE,2024-11-26 22:00:00,PROBATION VIOLATION: REARREST/REVOKE
Robbery,Penal Code,2500 TELEGRAPH AVE,2023-07-10 01:09:00,Robbery
Disturbance,Penal Code,2500 TELEGRAPH AVE,2024-11-26 22:00:00,CONTEMPT OF COURT: DISOBEY COURT ORDER
Theft Misdemeanor (Under $950),Penal Code,2500 TELEGRAPH AVE,2023-07-09 00:02:00,Enter a commercial building during open hours and steal less than $950. Shoplift
Burglary Auto,Penal Code,2500 REGENT ST,2024-11-24 02:35:00,BURGLARY OF AUTO
Burglary Auto,Penal Code,2500 REGENT ST,2023-07-04 18:30:00,Burglary of a locked automobile
Theft Misdemeanor (Under $950),Penal Code,2500   TELEGRAPH AVE,2024-11-12 16:00:00,PETTY THEFT (ALL OTHER)
Vehicle Recovered,Penal Code,2500 TELEGRAPH AVE,2024-11-11 02:38:00,POSSESS STOLEN VEHICLE/VESSEL/ETC
Domestic violence,Penal Code,2500 REGENT ST,2023-07-03 08:00:00,Battery: ex-spouse; dating; etc (no hospital required)
Disturbance,Penal Code,2500 REGENT ST,2024-10-20 17:45:00,DISORDERLY CONDUCT:LOITER/ETC PRIVATE PROPERTY
Burglary Residential,Penal Code,2500 REGENT ST,2023-05-26 12:10:00,Violation of Parole
Disturbance,Penal Code,2500 REGENT ST,2024-10-20 17:45:00,PROBATION VIOLATION: REARREST/REVOKE
Burglary Residential,Penal Code,2500 REGENT ST,2023-05-26 12:10:00,Burglary
Vandalism,Penal Code,2500 REGENT ST,2024-10-14 04:08:00,VANDALISM:DEFACE PROPERTY
Vehicle Stolen,Vehicle Code,2500 REGENT ST,2023-05-23 05:30:00,Take vehicle without owner's consent
Burglary Commercial,Penal Code,2500 TELEGRAPH AVE,2024-09-27 08:52:00,BURGLARY - BREAKING AND ENTERING
Burglary Residential,Penal Code,2500 REGENT ST,2023-04-30 11:50:00,Burglary
Burglary Residential,Penal Code,2500 REGENT ST,2024-08-26 11:32:00,BURGLARY - BREAKING AND ENTERING
Burglary Residential,Vehicle Code,2500 REGENT ST,2023-04-30 11:50:00,Take vehicle without owner's consent
Burglary Residential,Penal Code,2500 REGENT ST,2024-08-26 11:32:00,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH
Theft Felony (over $950),Penal Code,2500 REGENT ST,2023-04-29 05:10:00,Grand theft: money; labor; or property over $950
Theft Misdemeanor (Under $950),Penal Code,2500   REGENT ST,2024-08-23 07:00:00,PETTY THEFT (ALL OTHER)
Burglary Residential,Penal Code,2500 REGENT ST,2023-04-24 17:00:00,Burglary
Theft Misdemeanor (Under $950),Penal Code,2500 REGENT ST,2024-08-14 22:00:00,PETTY THEFT OF PROPERTY FROM BUILDING
Theft Misdemeanor (Under $950),Penal Code,2500 TELEGRAPH AVE,2023-04-03 05:26:00,Petty Theft
Assault/Battery Misdemeanor,Penal Code,REGENT ST  &  DWIGHT WAY,2024-08-08 09:01:00,BATTERY ON PERSON
Burglary Residential,Penal Code,2500 REGENT ST,2023-03-09 11:00:00,Burglary
Burglary Auto,Penal Code,2500 REGENT ST,2024-07-27 04:45:00,BURGLARY OF AUTO
Burglary Residential,Penal Code,2500 REGENT ST,2023-02-23 10:00:00,Theft by forged access card over $400
Theft Misdemeanor (Under $950),Penal Code,2500   REGENT ST,2024-06-06 21:42:00,PETTY THEFT (ALL OTHER)
Burglary Residential,Penal Code,2500 REGENT ST,2023-02-23 10:00:00,Burglary
Vehicle Stolen,Vehicle Code,DWIGHT WAY  &  REGENT ST,2024-03-26 09:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Burglary Residential,Penal Code,2500 REGENT ST,2024-03-02 20:21:00,BURGLARY - BREAKING AND ENTERING
Robbery,Penal Code,DWIGHT WAY  &  REGENT ST,2023-02-23 05:00:00,Robbery
Robbery,Penal Code,2500 TELEGRAPH AVE,2024-02-08 06:25:00,PROBATION VIOLATION: REARREST/REVOKE
Burglary Residential,Penal Code,2500 REGENT ST,2023-01-25 23:00:00,Burglary
Robbery,Penal Code,2500 TELEGRAPH AVE,2024-02-08 06:25:00,ROBBERY
Disturbance,Penal Code,2500 REGENT ST,2023-01-25 20:09:00,Disorderly conduct: lodge without owners consent
Theft Misdemeanor (Under $950),Penal Code,REGENT ST  &  DWIGHT WAY,2024-02-01 23:00:00,PETTY THEFT FROM VEHICLE
Disturbance,Berkeley Municipal Code,2500 REGENT ST,2023-01-25 20:09:00,"Interfere, disrupt or obstruct authorized work by public employee"
Theft Misdemeanor (Under $950),Penal Code,2500 TELEGRAPH AVE,2023-12-30 06:30:00,Petty Theft
Disturbance,Penal Code,2500 REGENT ST,2023-01-25 20:09:00,Obstruct/resist peace officer/emergency personnel
Assault/Battery Felony,Penal Code,2500 TELEGRAPH AVE,2023-12-14 01:55:00,Violation of Parole
Burglary Residential,Penal Code,2500 REGENT ST,2023-01-21 12:00:00,Burglary
Assault/Battery Felony,Penal Code,2500 TELEGRAPH AVE,2023-12-14 01:55:00,Battery with serious bodily injury
Burglary Residential,Vehicle Code,2500 REGENT ST,2023-01-21 12:00:00,Take vehicle without owner's consent
Robbery,Penal Code,2500 TELEGRAPH AVE,2023-12-11 01:43:00,Robbery
Burglary Residential,Penal Code,2500 REGENT ST,2023-01-11 13:50:00,Burglary
Disturbance,Penal Code,2500 TELEGRAPH AVE,2023-11-14 05:30:00,Violate court order to prevent domestic violence
Burglary Residential,Penal Code,2500 REGENT ST,2023-01-07 06:00:00,Burglary
Disturbance,Penal Code,2500 TELEGRAPH AVE,2023-11-14 05:30:00,STALKING
Vehicle Stolen,Vehicle Code,2500 REGENT ST,2023-10-29 03:00:00,Take vehicle without owner's consent
Vehicle Stolen,Vehicle Code,2100 CURTIS ST,2023-04-12 03:00:00,Take vehicle without owner's consent
Vandalism,Penal Code,3000 SHATTUCK AVE,2024-06-24 03:00:00,VANDALISM:DEFACE PROPERTY
Domestic violence,Penal Code,1000 UNIVERSITY AVE,2023-08-02 05:50:00,Corporal injury on spouse or cohabitant (hospital required)
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-08-01 20:25:00,Battery with bodily injury
Vandalism,Penal Code,3000 SHATTUCK AVE,2024-05-24 20:00:00,THEFT OF VEHICLE PARTS
Domestic violence,Penal Code,1000 UNIVERSITY AVE,2023-07-29 18:05:00,Battery: ex-spouse; dating; etc (no hospital required)
Vandalism,Penal Code,3000 SHATTUCK AVE,2024-05-24 20:00:00,VANDALISM:DEFACE PROPERTY
Domestic violence,Penal Code,1000 UNIVERSITY AVE,2023-07-29 18:05:00,Robbery
Burglary Commercial,Penal Code,3000 SHATTUCK AVE,2024-05-16 00:30:00,BURGLARY - BREAKING AND ENTERING
Vandalism,Penal Code,3100 SHATTUCK AVE,2025-03-07 20:00:00,VANDALISM:DEFACE PROPERTY
Burglary Auto,Penal Code,3100   SHATTUCK AVE,2025-02-27 11:30:00,BURGLARY OF AUTO
Vehicle Code Violation,Vehicle Code,PRINCE ST  &  SHATTUCK AVE,2024-11-17 10:34:00,DUI ALCOHOL
Vehicle Code Violation,Vehicle Code,PRINCE ST  &  SHATTUCK AVE,2024-11-17 10:34:00,DUI ALCOHOL/0.08 PERCENT
Identity Theft,Penal Code,2000   PRINCE ST,2024-09-19 06:00:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Vehicle Stolen,Vehicle Code,3000 SHATTUCK AVE,2024-06-29 21:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2023-07-27 20:00:00,Burglary
Brandishing a weapon,Penal Code,1000 UNIVERSITY AVE,2025-04-06 08:00:00,DISORDERLY CONDUCT:ALCOHOL
Vehicle Stolen,Vehicle Code,3000 SHATTUCK AVE,2024-03-07 20:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Disturbance,Penal Code,1000 UNIVERSITY AVE,2023-07-25 20:55:00,THREATEN CRIME W/INTENT TO TERRORIZE
Brandishing a weapon,Penal Code,1000 UNIVERSITY AVE,2025-04-06 08:00:00,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM
Theft Misdemeanor (Under $950),Penal Code,2000 PRINCE ST,2024-02-09 21:07:00,PETTY THEFT (ALL OTHER)
Disturbance,Penal Code,1000 UNIVERSITY AVE,2023-07-22 07:05:00,THREATEN CRIME W/INTENT TO TERRORIZE
Brandishing a weapon,Penal Code,1000 UNIVERSITY AVE,2025-04-06 08:00:00,PROBATION VIOLATION: REARREST/REVOKE
Theft Misdemeanor (Under $950),Penal Code,3000 SHATTUCK AVE,2023-12-26 04:00:00,PETTY THEFT FROM VEHICLE
Vandalism,Penal Code,1000 UNIVERSITY AVE,2023-06-15 03:00:00,Vandalism:  Deface property
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2025-03-18 14:00:00,BURGLARY - BREAKING AND ENTERING
Arson,Penal Code,1000 UNIVERSITY AVE,2023-06-11 22:40:00,Arson:  inhabited structure or property
Vehicle Stolen,Vehicle Code,3000 SHATTUCK AVE,2023-12-24 10:00:00,Take vehicle without owner's consent
Vehicle Code Violation,Vehicle Code,UNIVERSITY AVE  &  9TH ST,2025-03-09 21:40:00,Drive while license suspended or revoked
Assault/Battery Felony,Penal Code,1000 UNIVERSITY AVE,2023-06-03 19:13:00,Assault with deadly weapon other than a firearm
Vehicle Stolen,Vehicle Code,3000 SHATTUCK AVE,2023-10-21 19:00:00,Take vehicle without owner's consent
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2025-02-26 00:45:00,PETTY THEFT OF PROPERTY FROM BUILDING
Vehicle Stolen,Vehicle Code,1000 UNIVERSITY AVE,2023-05-29 19:00:00,Take vehicle without owner's consent
Burglary Auto,Penal Code,2000 PRINCE ST,2023-10-02 15:00:00,Burglary of a locked automobile
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2025-02-20 21:00:00,PETTY THEFT OF PROPERTY FROM BUILDING
Burglary Auto,Penal Code,3100 SHATTUCK AVE,2023-10-01 07:00:00,Burglary of a locked automobile
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2023-05-11 02:00:00,Burglary
Burglary Residential,Penal Code,2000 PRINCE ST,2023-07-16 16:59:00,Burglary
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2025-02-15 19:20:00,PETTY THEFT (ALL OTHER)
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-04-25 02:45:00,Battery with bodily injury
Burglary Auto,Penal Code,3000 SHATTUCK AVE,2023-06-26 07:01:00,Grand theft: money; labor; or property over $950
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2025-01-29 07:06:00,BATTERY ON PERSON
Disturbance,Penal Code,1000 UNIVERSITY AVE,2023-04-07 08:34:00,TAMPER/ETC WITH FIRE ALARM/ETC
Burglary Auto,Penal Code,3000 SHATTUCK AVE,2023-06-26 07:01:00,Burglary
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2025-01-24 08:11:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Disturbance,Health and Safety,1000 UNIVERSITY AVE,2023-04-07 08:34:00,Possess narcotics paraphernalia
Burglary Auto,Penal Code,3000 SHATTUCK AVE,2023-06-26 07:01:00,Burglary of a locked automobile
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2025-01-24 08:11:00,CAUSE INJ ELDER/DEP ADULT SIMPLE ASSAULT
Disturbance,Penal Code,1000 UNIVERSITY AVE,2023-04-07 08:34:00,Disorderly conduct:  Intoxication of drug and/or alcohol
Burglary Auto,Penal Code,3000 SHATTUCK AVE,2023-06-26 07:01:00,Petty Theft
Vandalism,Penal Code,1000 UNIVERSITY AVE,2024-12-25 16:00:00,VANDALISM:DEFACE PROPERTY
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-04-01 19:00:00,Battery with bodily injury
Vehicle Stolen,Vehicle Code,TREMONT ST  &  PRINCE ST,2023-06-25 19:00:00,Take vehicle without owner's consent
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2024-12-15 01:00:00,BATTERY ON PERSON
Vehicle Code Violation,Vehicle Code,UNIVERSITY AVE  &  9TH ST,2024-12-09 10:30:00,DUI ALCOHOL
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-04-01 19:00:00,THREATEN CRIME W/INTENT TO TERRORIZE
Theft Misdemeanor (Under $950),Penal Code,2000 PRINCE ST,2023-05-19 01:00:00,Petty Theft
Vehicle Code Violation,Vehicle Code,UNIVERSITY AVE  &  9TH ST,2024-12-09 10:30:00,DUI ALCOHOL/0.08 PERCENT
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-04-01 19:00:00,Vandalism:  Deface property
Burglary Auto,Penal Code,PRINCE ST  &  TREMONT ST,2023-04-25 02:30:00,Burglary of a locked automobile
Domestic violence,Penal Code,1000 UNIVERSITY AVE,2024-12-09 08:00:00,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2023-04-01 08:30:00,Petty Theft
Burglary Auto,Penal Code,3100 SHATTUCK AVE,2023-03-28 19:00:00,Burglary of a locked automobile
Domestic violence,Penal Code,1000 UNIVERSITY AVE,2024-12-09 08:00:00,PROBATION VIOLATION: REARREST/REVOKE
Narcotics Violation,Health and Safety,1000 UNIVERSITY AVE,2023-03-23 08:47:00,Possession of controlled substances
Assault/Battery Felony,Penal Code,SHATTUCK AVE  &  PRINCE ST,2023-03-07 02:43:00,Assault with force likely to produce great bodily injury
Domestic violence,Penal Code,1000 UNIVERSITY AVE,2024-12-09 08:00:00,AGG - INFLICT CORPORAL INJURY ON SPOUSE/COHAB W/PRIORS
Narcotics Violation,Penal Code,1000 UNIVERSITY AVE,2023-03-23 08:47:00,Probation Violation : Misdemeanor
Burglary Commercial,Penal Code,3000 SHATTUCK AVE,2023-03-06 01:01:00,Burglary
Vandalism,Penal Code,1000 UNIVERSITY AVE,2024-11-24 08:04:00,VANDALISM:DEFACE PROPERTY
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-03-22 19:30:00,Battery with bodily injury
Theft from Auto,Vehicle Code,3000 SHATTUCK AVE,2023-02-26 01:15:00,Tamper with vehicle
Disturbance,Penal Code,1000 UNIVERSITY AVE,2024-10-31 01:20:00,STALKING
Vehicle Code Violation,Vehicle Code,UNIVERSITY AVE  &  9TH ST,2023-03-06 11:09:00,Evading peace officer
Theft from Auto,Penal Code,3000 SHATTUCK AVE,2023-02-26 01:15:00,Grand theft: money; labor; or property over $950
Disturbance,Penal Code,1000 UNIVERSITY AVE,2024-10-31 01:20:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2023-02-24 19:00:00,Burglary
Disturbance,Penal Code,3000 SHATTUCK AVE,2023-01-08 09:39:00,Disorderly conduct: loiter/etc private property
Vandalism,Vehicle Code,1000 UNIVERSITY AVE,2024-09-22 20:02:00,Tamper with vehicle
Sexual Assault Felony,Penal Code,1000 UNIVERSITY AVE,2023-02-09 19:15:00,Rape:  victim incapable of giving consent
Disturbance,Vehicle Code,3000 SHATTUCK AVE,2023-01-08 09:39:00,Evade police officer; willful or wanton disregard 
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2024-09-15 07:00:00,PETTY THEFT OF PROPERTY FROM BUILDING
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2023-01-10 08:00:00,Obtain credit using another identification
Assault/Battery Misdemeanor,Health and Safety,2100 CURTIS ST,2025-01-08 18:00:00,POSSESS NARCOTIC CONTROLLED SUBSTANCE
Vehicle Code Violation,Penal Code,3000 SHATTUCK AVE,2023-01-07 22:30:00,TRESPASS:OCCUPY PROPERTY WITHOUT CONSENT
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2024-09-12 23:30:00,BURGLARY - BREAKING AND ENTERING
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2023-01-10 08:00:00,Petty Theft
Assault/Battery Misdemeanor,Health and Safety,2100 CURTIS ST,2025-01-08 18:00:00,POSSESS UNLAWFUL PARAPHERNALIA
Vehicle Code Violation,Vehicle Code,3000 SHATTUCK AVE,2023-01-07 22:30:00,Tamper with vehicle
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2023-01-06 20:00:00,Theft by use of access card information
Fraud/Forgery,Penal Code,1000 UNIVERSITY AVE,2024-09-05 07:00:00,FELONY-THEFT BY USE OF ACCESS CARD INFORMATION
Assault/Battery Misdemeanor,Penal Code,2100 CURTIS ST,2025-01-08 18:00:00,CAUSE INJ ELDER/DEP ADULT SIMPLE ASSAULT
Fraud/Forgery,Penal Code,1000 UNIVERSITY AVE,2023-01-02 14:00:00,Obtain credit using another identification
Vehicle Code Violation,Vehicle Code,1000 UNIVERSITY AVE,2024-08-16 18:12:00,Hit & run property damage: only; owner required info exchange
Theft from Auto,Penal Code,2100 CURTIS ST,2024-12-19 03:30:00,PETTY THEFT FROM VEHICLE
Fraud/Forgery,Penal Code,1000 UNIVERSITY AVE,2023-01-02 10:00:00,Petty Theft
Vehicle Stolen,Vehicle Code,9TH ST  &  UNIVERSITY AVE,2024-08-12 02:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vehicle Stolen,Vehicle Code,2100 CURTIS ST,2024-12-07 01:30:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Fraud/Forgery,Penal Code,1000 UNIVERSITY AVE,2023-01-02 10:00:00,Obtain credit using another identification
Theft from Person,Penal Code,9TH ST  &  UNIVERSITY AVE,2024-07-14 01:00:00,APPROPRIATE LOST PROPERTY
Identity Theft,Penal Code,2100 CURTIS ST,2024-11-21 20:00:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Robbery,Penal Code,1000 UNIVERSITY AVE,2024-07-06 21:07:00,ROBBERY
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2024-02-13 11:00:00,BURGLARY - BREAKING AND ENTERING
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2024-01-29 05:00:00,BURGLARY - BREAKING AND ENTERING
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2024-01-23 21:23:00,BATTERY ON PERSON
Burglary Residential,Penal Code,1000 UNIVERSITY AVE,2024-01-21 20:00:00,BURGLARY - BREAKING AND ENTERING
Theft from Auto,Penal Code,9TH ST  &  UNIVERSITY AVE,2023-12-27 07:36:00,Petty Theft
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-12-05 02:44:00,Battery with bodily injury
Assault/Battery Misdemeanor,Penal Code,1000 UNIVERSITY AVE,2023-12-05 02:15:00,Battery with bodily injury
Theft Misdemeanor (Under $950),Penal Code,1000 UNIVERSITY AVE,2023-11-09 03:00:00,Petty Theft
Vehicle Recovered,Vehicle Code,UNIVERSITY AVE  &  9TH ST,2023-11-06 04:13:00,Take vehicle without owner's consent
Vehicle Recovered,Penal Code,UNIVERSITY AVE  &  9TH ST,2023-11-06 04:13:00,POSSESS STOLEN VEHICLE/VESSEL/ETC
